label,Issue_KEY,Commit_SHA,Issue_Text,Commit_Text,Commit_Code
0,BAHIR-40,91e82f42bac58fd8d912e892a5ebfca79f6b8268,[WEBSITE] Fix navigation toggle for small displays Reported by [~jreijn],[BAHIR-37] Update Spark to release 2.0.0, MODIFY pom.xml
0,BAHIR-17,61f5592e4bd334a6c4c39cae2229dce53ee66535,Prepare release based on Apache Spark 2.0.0-preview  ,"[BAHIR-22] add shell script to run examples

Apache Spark has a convenience script ./bin/run-example to allow users to
quickly run the pre-packaged examples without having to compose a long(ish)
spark-submit command.
The JavaDoc of most examples refers to that ./bin/run-example script
in their description of how to run that example.

This adds a similar convenience script to the Apache Bahir project in order
to keep consistent with existing (Apache Spark) documentation and to
(at least initially) hide additional complexities of the spark-submit command.

Example:

./bin/run-example \
  org.apache.spark.examples.streaming.akka.ActorWordCount localhost 9999

...translates to this spark-submit command:

${SPARK_HOME}/bin/spark-submit \
  --packages org.apache.bahir:spark-streaming-akka_2.11:2.0.0-SNAPSHOT \
  --class org.apache.spark.examples.streaming.akka.ActorWordCount \
    streaming-akka/target/spark-streaming-akka_2.11-2.0.0-SNAPSHOT-tests.jar \
  localhost 9999

Closes #4", ADD run-example
1,BAHIR-175,5cfd7ac3154621b1780e2eb4719731030fc7d80a,"Recovering from Failures with Checkpointing Exception(Mqtt) Spark Version:2.2.0 spark-streaming-sql-mqtt version: 2.2.0

 
 # Reading checkpoints offsets error

{code:java}
org.apache.spark.sql.execution.streaming.SerializedOffset cannot be cast to org.apache.spark.sql.execution.streaming.LongOffset{code}
 

solution:

The MqttStreamSource.scala source file: 

Line 149, getBatch Method: 

 
{code:java}
val startIndex = start.getOrElse(LongOffset(0)) match
{ case offset: SerializedOffset => offset.json.toInt case offset: LongOffset => offset.offset.toInt }
val endIndex = end match
{ case offset: SerializedOffset => offset.json.toInt case offset: LongOffset => offset.offset.toInt }
{code}
 

2. The MqttStreamSource.scala source file

getBatch Method:

 
{code:java}
val data: ArrayBuffer[(String, Timestamp)] = ArrayBuffer.empty
 // Move consumed messages to persistent store.
 (startIndex + 1 to endIndex).foreach
{ id => val element = messages.getOrElse(id, store.retrieve(id)) data += element store.store(id, element) messages.remove(id, element) }
The following line：
val element = messages.getOrElse(id, store.retrieve(id)) throws error：
java.lang.ClassCastException: scala.Tuple2 cannot be cast to scala.runtime.Nothing$
 at org.apache.bahir.sql.streaming.mqtt.MQTTTextStreamSource$$anonfun$getBatch$1$$anonfun$3.apply(MQTTStreamSource.scala:160)
 at org.apache.bahir.sql.streaming.mqtt.MQTTTextStreamSource$$anonfun$getBatch$1$$anonfun$3.apply(MQTTStreamSource.scala:160)
 at scala.collection.MapLike$class.getOrElse(MapLike.scala:128)
 at scala.collection.concurrent.TrieMap.getOrElse(TrieMap.scala:633)
 at org.apache.bahir.sql.streaming.mqtt.MQTTTextStreamSource$$anonfun$getBatch$1.apply$mcZI$sp(MQTTStreamSource.scala:160)
 at org.apache.bahir.sql.streaming.mqtt.MQTTTextStreamSource$$anonfun$getBatch$1.apply(MQTTStreamSource.scala:159)
 at org.apache.bahir.sql.streaming.mqtt.MQTTTextStreamSource$$anonfun$getBatch$1.apply(MQTTStreamSource.scala:159)
 at scala.collection.immutable.Range.foreach(Range.scala:160)
 at org.apache.bahir.sql.streaming.mqtt.MQTTTextStreamSource.getBatch(MQTTStreamSource.scala:159)
 at org.apache.spark.sql.execution.streaming.StreamExecution$$anonfun$org$apache$spark$sql$execution$streaming$StreamExecution$$populateStartOffsets$3.apply(StreamExecution.scala:470)
 at org.apache.spark.sql.execution.streaming.StreamExecution$$anonfun$org$apache$spark$sql$execution$streaming$StreamExecution$$populateStartOffsets$3.apply(StreamExecution.scala:466)
 at scala.collection.Iterator$class.foreach(Iterator.scala:891)
 at scala.collection.AbstractIterator.foreach(Iterator.scala:1334)
 at scala.collection.IterableLike$class.foreach(IterableLike.scala:72)
 at org.apache.spark.sql.execution.streaming.StreamProgress.foreach(StreamProgress.scala:25)
 at org.apache.spark.sql.execution.streaming.StreamExecution.org$apache$spark$sql$execution$streaming$StreamExecution$$populateStartOffsets(StreamExecution.scala:466)
 at org.apache.spark.sql.execution.streaming.StreamExecution$$anonfun$org$apache$spark$sql$execution$streaming$StreamExecution$$runBatches$1$$anonfun$apply$mcZ$sp$1.apply$mcV$sp(StreamExecution.scala:297)
 at org.apache.spark.sql.execution.streaming.StreamExecution$$anonfun$org$apache$spark$sql$execution$streaming$StreamExecution$$runBatches$1$$anonfun$apply$mcZ$sp$1.apply(StreamExecution.scala:294)
 at org.apache.spark.sql.execution.streaming.StreamExecution$$anonfun$org$apache$spark$sql$execution$streaming$StreamExecution$$runBatches$1$$anonfun$apply$mcZ$sp$1.apply(StreamExecution.scala:294)
 at org.apache.spark.sql.execution.streaming.ProgressReporter$class.reportTimeTaken(ProgressReporter.scala:279)
 at org.apache.spark.sql.execution.streaming.StreamExecution.reportTimeTaken(StreamExecution.scala:58)
 at org.apache.spark.sql.execution.streaming.StreamExecution$$anonfun$org$apache$spark$sql$execution$streaming$StreamExecution$$runBatches$1.apply$mcZ$sp(StreamExecution.scala:294)
 at org.apache.spark.sql.execution.streaming.ProcessingTimeExecutor.execute(TriggerExecutor.scala:56)
 at org.apache.spark.sql.execution.streaming.StreamExecution.org$apache$spark$sql$execution$streaming$StreamExecution$$runBatches(StreamExecution.scala:290)
 at org.apache.spark.sql.execution.streaming.StreamExecution$$anon$1.run(StreamExecution.scala:206)
{code}
 

 

solution:

 
{code:java}
val element: (String, Timestamp) = messages.getOrElse(id, store.retrieve[(String, Timestamp)](id))
 
{code}
 

 ","[BAHIR-175] Fix MQTT recovery after checkpoint

Closes #79", MODIFY MQTTStreamSource.scala messageArrived commit createDataReaderFactories initialize MODIFY MessageStore.scala MODIFY MQTTStreamSourceSuite.scala
0,BAHIR-22,335f605e75d426f62052378920880ab22729083e,"Add script to run examples Apache Spark has a convenience script {{./bin/run-example}} to allow users to quickly run the pre-packaged examples without having to compose a long(ish) spark-submit command. The JavaDoc of most examples refers to that  {{./bin/run-example}} script in their description of how to run that example.

The Apache Bahir project should have a similar convenience script to be consistent with Apache Spark, existing documentation and to (at least initially) hide additional complexities of the spark-submit command.

Example:
{code}
./bin/run-example \
  org.apache.spark.examples.streaming.akka.ActorWordCount localhost 9999
{code}
...translates to this {{spark-submit}} command:
{code}
${SPARK_HOME}/bin/spark-submit \
  --packages org.apache.bahir:spark-streaming-akka_2.11:2.0.0-SNAPSHOT \
  --class org.apache.spark.examples.streaming.akka.ActorWordCount \
    streaming-akka/target/spark-streaming-akka_2.11-2.0.0-SNAPSHOT-tests.jar \
  localhost 9999
{code}",[BAHIR-17] Update Apache Spark version back to 2.0.0-SNAPSHOT, MODIFY pom.xml
0,BAHIR-43,1abeab29c8a5e884f4603ef12abd85971a9105b0,Add missing apache license header to sql-mqtt file  ,[BAHIR-42] Refactor sql-streaming-mqtt scala example, RENAME MQTTStreamWordCount.scala
1,BAHIR-14,2dfcd08d11e94b535a39c31c87cf690f99944357,Cleanup maven pom from Spark dependencies There are a lot of dependencies that came from Spark and are not necessary for these extensions. We should cleanup the current poms and make the dependencies as lean as possible.,"[[BAHIR-14] More parent pom cleanup

Remove Spark assembly related configuration, and
stop producing source jars for non-jar projects.", MODIFY pom.xml MODIFY pom.xml MODIFY pom.xml MODIFY pom.xml MODIFY pom.xml
1,BAHIR-182,9373fa4e7feb402f5b85367174afc5ad6b593a04,Create PubNub extension for Apache Spark Streaming Implement new connector for PubNub ([https://www.pubnub.com/)] which is increasing in popularity cloud messaging infrastructure.,"[BAHIR-182] Spark Streaming PubNub connector

Implement new connector for PubNub (https://www.pubnub.com/)
which is increasing in popularity as a cloud messaging infrastructure.

Closes #70", MODIFY README.md MODIFY pom.xml ADD README.md ADD PubNubWordCount.scala main ADD pom.xml ADD PubNubInputDStream.scala readExternal onStart message onStop writeVariableLength status writeExternal getReceiver presence readVariableLength ADD PubNubUtils.scala createStream createStream ADD LocalJavaStreamingContext.java setUp tearDown ADD JavaPubNubStreamSuite.java testPubNubStream ADD log4j.properties ADD MessageSerializationSuite.scala checkMessageSerialization ADD PubNubStreamSuite.scala beforeAll publishMessage afterAll
1,BAHIR-36,48e91fca54f7fab6f6171be4c05747a985876483,Update readme.md with build instructions  ,"[BAHIR-36] Update Readme.md

- Add how to build and test project

Closes #12", MODIFY README.md
1,BAHIR-88,ba68b3587ad4011a093bcaad921035f26907967c,"Source distribution contains release build artifacts There are 'releaseBackup' files and 'release.properties' in the 'source distribution' which are artifacts of the release build process.
We appear to be missing to run the mvn {{release:clean}} target _after_
the {{release:prepare}} target. We should fix that for the next release. All prior
Apache Bahir source distributions contained these release build artifacts.

[Mailing list post|https://www.mail-archive.com/dev@bahir.apache.org/msg00735.html]

Fixed by Luciano on June 7 with commits: [ba68b35|https://github.com/apache/bahir/commit/ba68b3587ad4011a093bcaad921035f26907967c], [6d9a4d7|https://github.com/apache/bahir/commit/6d9a4d7ab0c1eff0bf63e91cec32b601c263f790], [dcb4bbd|https://github.com/apache/bahir/commit/dcb4bbd2e4d75bc0872ce32c159b03a1d0f90047]",[BAHIR-88] Produce distributions without release temp files, MODIFY release-build.sh
1,BAHIR-116,56613263ca405aa5b45f32565ad4641f0a7b9752,Add Spark streaming connector for Google cloud Pub/Sub A spark streaming connector for [Google Pub/Sub|https://cloud.google.com/pubsub/] ,"[BAHIR-116] Add spark streaming connector to Google Cloud Pub/Sub

Cloases #42.", MODIFY pom.xml ADD README.md ADD PubsubWordCount.scala main ADD pom.xml ADD PubsubInputDStream.scala readExternal getData retryable onStart writeExternal getReceiver getMessageId getAttributes receive run getPublishTime onStop ADD PubsubUtils.scala createStream createStream createStream ADD SparkGCPCredentials.scala p12ServiceAccount jsonServiceAccount metadataServiceAccount build ADD LocalJavaStreamingContext.java setUp tearDown ADD JavaPubsubStreamSuite.java testPubsubStream ADD log4j.properties ADD PubsubFunSuite.scala testIfEnabled runIfTestsEnabled ADD PubsubStreamSuite.scala afterAll beforeAll ADD PubsubTestUtils.scala removeSubscription generatorMessages removeTopic getFullTopicPath publishData getFullSubscriptionPath createSubscription createTopic ADD SparkGCPCredentialsBuilderSuite.scala
0,BAHIR-147,55c60e5dd25c7c696118d2f2c8760fe5a17c1354,Update Flink extensions documentation with latest contents [~rmetzger] Looks like the website documentation for the current extensions has fallen behind and is causing some user issues (e.g. BAHIR-142). We should update the website with latest contents and references on how to add the spanshot to the test applications.,"[BAHIR-148] Use consistent MQTT client dependency version

Create a property to use a consistent version of the MQTT
client across all extensions based on MQTT.

For now, use org.eclipse.paho.client.mqttv3:1.1.0", MODIFY pom.xml MODIFY pom.xml MODIFY pom.xml
0,BAHIR-45,eab486427186cee3c0f7ed8e440971f67f7ed832,"Add cleanup support to SQL-STREAMING-MQTT Source once SPARK-16963 is fixed. Currently, source tries to persist all the incoming messages to allow for minimal level of fault tolerance. Once SPARK-16963 is fixed, we would have a way to perform cleanup of messages no longer required. This would allow us to make the connector more fault tolerant.","[BAHIR-52] Update README.md formatting for source code

Update source code paragraphs to use tabs instead of ```
which is the supported way in vanilla Jekyll.", MODIFY README.md MODIFY README.md MODIFY README.md MODIFY README.md MODIFY README.md
1,BAHIR-65,a45bd84210b8e68640f97dd328e7e7053c8276e6,"Add test that Twitter streaming connector can receive data Add test cases that verify that the *Twitter streaming connector* can receive streaming data.

See [BAHIR-63|https://issues.apache.org/jira/browse/BAHIR-63]","[BAHIR-65] Twitter integration test

Closes #80", MODIFY README.md MODIFY TwitterStreamSuite.scala shouldRunTest
0,BAHIR-29,c78af705f5697ab11d93f933d033d96cc48403a0,Add documentation for streaming-mqtt connector  ,[BAHIR-30] Add basic documentation for Twitter connector, ADD README.md
1,BAHIR-37,c317def2a7575713d31353f87025ddacaf30e503,Prepare release based on Apache Spark 2.0.0  ,[BAHIR-37] Start building against Spark Master -  2.1.0-SNAPSHOT, MODIFY pom.xml MODIFY README.md MODIFY README.md MODIFY README.md MODIFY README.md MODIFY README.md
0,BAHIR-27,c78af705f5697ab11d93f933d033d96cc48403a0,Add documentation for existing streaming connectors  ,[BAHIR-30] Add basic documentation for Twitter connector, ADD README.md
0,BAHIR-36,91e82f42bac58fd8d912e892a5ebfca79f6b8268,Update readme.md with build instructions  ,[BAHIR-37] Update Spark to release 2.0.0, MODIFY pom.xml
0,BAHIR-103,561291bfc17f8eae97318b39ea9cc2d80680d5ce,"Refactoring of files BahirUtils.scala & Logging.scala into bahir-common The files BahirUtils.scala & Logging.scala present under the package 

`org.apache.bahir.utils` 

in the streaming-sql connectors should be refactored into a

`bahir-common` project , which will be shared across extensions.","[BAHIR-101] Update sql-cloudant readme and python examples

Closes #40.", MODIFY README.md MODIFY CloudantApp.py MODIFY CloudantDF.py MODIFY CloudantDFOption.py
0,BAHIR-13,86ee8779c7980e10c1c246fff7a171d0118c0239,Update spark tags dependency Looks like the spark-test-tags component was merged into spark-tags in 8ad9f08c9. We need to replace the spark-test-tags in bahir modules dependencies to spark-tags.,"[BAHIR-15] Enable RAT on builds

Enable RAT to run automatically during builds
to verify license header policy.", MODIFY pom.xml
0,BAHIR-30,5e07303c65e2c88cd392691bdfe9f68391f51b5c,Add documentation for streaming-twitter connector  ,"[BAHIR-38] clean Ivy cache during Maven install phase

When we install the org.apache.bahir jars into the local
Maven repository we also need to clean the previous jar
files from the Ivy cache (~/iv2/cache/org.apache.bahir/*)
so spark-submit -packages ... will pick up the new version
from the the local Maven repository.

Closes #14", MODIFY pom.xml
0,BAHIR-41,70539a35dc9bae9ee5d380351ffc32fa6e62567e,[WEBSITE] Fix logo display in small devices Reported by [~jreijn],"[BAHIR-42] Refactor sql-streaming-mqtt example

Move JavaMQTTStreamWordCount to examples root folder
which are processed by the build as test resources
and not built into the extension itself following
the pattern used by other examples.", RENAME JavaMQTTStreamWordCount.java main
1,BAHIR-42,70539a35dc9bae9ee5d380351ffc32fa6e62567e,Refactor sql-streaming-mqtt examples to follow other projects pattern  ,"[BAHIR-42] Refactor sql-streaming-mqtt example

Move JavaMQTTStreamWordCount to examples root folder
which are processed by the build as test resources
and not built into the extension itself following
the pattern used by other examples.", RENAME JavaMQTTStreamWordCount.java main
0,BAHIR-28,29d8c7622cf9663e295d7616ae1e1b089fe80da9,Add documentation for streaming-akka connector  ,[BAHIR-31] Add basic documentation for ZeroMQ connector, ADD README.md
1,BAHIR-162,adeb24ba86cc2a406b4305c0199ae7c451862fe8,Update release scripts to stop publishing MD5 hash (updated release policy)  ,[BAHIR-162] Stop publishing MD5 hash with releases, MODIFY release-build.sh
0,BAHIR-41,c98dd0feefa79c70be65de06a411a2f9c4fc42dc,[WEBSITE] Fix logo display in small devices Reported by [~jreijn],"[BAHIR-39] Add SQL Streaming MQTT support

This provides support for using MQTT sources for
the new Spark Structured Streaming. This uses
MQTT client persistence layer to provide minimal
fault tolerance.

Closes #13", MODIFY pom.xml ADD README.md ADD pom.xml ADD assembly.xml ADD JavaMQTTStreamWordCount.java main ADD org.apache.spark.sql.sources.DataSourceRegister ADD MQTTStreamSource.scala stop connectionLost messageArrived fetchLastProcessedOffset createSource initialize deliveryComplete getBatch shortName sourceSchema connectComplete e ADD MessageStore.scala get this ADD MQTTStreamWordCount.scala main ADD BahirUtils.scala postVisitDirectory visitFile recursiveDeleteDir ADD Logging.scala ADD log4j.properties ADD LocalMessageStoreSuite.scala ADD MQTTStreamSourceSuite.scala createStreamingDataframe writeStreamResults readBackStreamingResults ADD MQTTTestUtils.scala setup publishData teardown findFreePort
0,BAHIR-152,55c60e5dd25c7c696118d2f2c8760fe5a17c1354,"License header not enforced for Java sources In any Java source file add this line on top of the license header:

{code}
/*
 * Copyright (c) 2017 ACME. All rights reserved.
 * <p>
{code}

then run {{mvn clean verify}} and see the build succeed.

Neither of the following maven goals complains either:
 - {{mvn apache-rat:check}}
 - {{mvn checkstyle:check}}

Adding a similar copyright statement to any of the Scala sources will fail the {{HeaderMatchesChecker}} rule in our {{scalastyle}} checks.

I am not sure why the [RAT|http://creadur.apache.org/rat/apache-rat-plugin/usage.html] checks allow this to pass, but I will add a similar {{Header}} verification to our {{checkstyle}} configuration.","[BAHIR-148] Use consistent MQTT client dependency version

Create a property to use a consistent version of the MQTT
client across all extensions based on MQTT.

For now, use org.eclipse.paho.client.mqttv3:1.1.0", MODIFY pom.xml MODIFY pom.xml MODIFY pom.xml
