label,Issue_KEY,Commit_SHA,Issue_Text,Commit_Text,Commit_Code
0,LOG4NET-132,bdd6cea2ed135071e286d8daaa03150bb19bf0ed,"Environment variables are mistakenly case sensitive on windows On windows, environment variables are meant to be case insensitive.  Because of this, in some contexts, a special IDictionary class that lowercases all the keys is used to manipulate environment variables, specifically ProcessStartInfo.EnvironmentVariables.

The upshot of this, for me, is that when running under the profiler I have, all the environment variables get lowercased, and my logging configuration is broken, because TEMP is now temp, and log4net is treating the environment variables in a case sensitive manner, from using Environment.GetEnvironmentVariables(), which creates a normal case sensitive Hashtable object.

It seems that, on windows, the result of Environment.GetEnvironmentVariables() should be copied into a StringDictionary to get proper case insensitive behavior.",Fix for LOG4NET-31. Allow additional properties to be passed to Converters configured via xml. Moved Hierarchy.PropertyEntry into its own class. Moved PatternString.ConverterInfo into its own class., MODIFY PatternLayout.csPatternLayout ConverterInfo ConverterInfo PatternLayout CreatePatternParser PatternLayout AddConverter PatternLayout AddConverter MODIFY Hierarchy.csHierarchy PropertyEntry ToString ADD ConverterInfo.csConverterInfo AddProperty ConverterInfo ConverterInfo MODIFY PatternConverter.cs MODIFY PatternParser.csPatternParser ProcessConverter MODIFY PatternString.csPatternString ConverterInfo ConverterInfo PatternString AddConverter PatternString CreatePatternParser PatternString AddConverter ADD PropertyEntry.csPropertyEntry ToString MODIFY log4net.vs2005.csproj
0,LOG4NET-229,9df9848f90c58c41f658b66c68178112eccc7c30,"Japanese characters get garbled with log4net.Layout.XmlLayoutSchemaLog4j  with XmlLayoutSchemaLog4j ,all (as far as I see) of Japanese characters are replaced with '?'
because log4net.Util.Transform.INVALIDCHARS regular expression is not correct.
this issue may be affect in other languages, as Chinese, Korean or like that.



http://issues.apache.org/jira/browse/LOG4NET-22 says that permitted chars are

#x9 | #xA | #xD | [#x20-#xD7FF] | [#xE000-#xFFFD] | [#x10000-#x10FFFF]

, but regex for invalid characters are

private static Regex INVALIDCHARS=new Regex(@""[^\x09\x0A\x0D\x20-\xFF\u00FF-\u07FF\uE000-\uFFFD]"",RegexOptions.Compiled);

so 0x0800 ~ 0xD7FF are mistreated as invalid character.

and 0xD800 ~ 0xDFFF sould also be permitted because these characters are used to express 0x10000 ~ 0x10FFFF in UTF-16
(0xD800 ~ 0xDFFF in unicode are invalid, but in UTF-16 they are ok)

so regex INVALIDCHARS shold be ""[^\x09\x0A\x0D\x20-\u00FF\uFFFD]""
(above code is NOT TESTED)","fix JIRA link in mvn site (detected by Ivan Habunek) and doap file, fix mailing list URL in doap file as well.  LOG4NET-241 and LOG4NET-117", MODIFY doap_log4net.rdf MODIFY pom.xml
1,LOG4NET-155,3e13e73fbab8e609afded93bc2439320733d5e97,"Add TimeEvaluator Hello,

I'd like to submit this class. I find it handy together with RemotingAppender (or buffering appenders generally) where we don't want to send synchronously, but still want to have some timely feedback from the sites even if there is little logging.

A sample configuration would be:

    <appender name=""RemotingAppender"" type=""log4net.Appender.RemotingAppender"">
      <param name=""Sink"" value=""tcp://localhost:11111/LoggingSink"" />
      <param name=""Lossy"" value=""false"" />
      <param name=""BufferSize"" value=""500"" />
      <param name=""Fix"" value=""Partial"" />
      <evaluator type=""log4net.Core.TimeEvaluator"">
        <threshold value=""60""/>
      </evaluator>
    </appender>

I've taken the existing LevelEvaluator from Nicko Cadell as a template to build this class.

I've tried it and it worked, but haven't done any further testing.

Best regards and thanks for the great works!
Robert.",Fix for LOG4NET-155. Added TimeEvaluator that will trigger a buffer flush if a certain amount of time has elapsed since the last event., ADD TimeEvaluator.csTimeEvaluator TimeEvaluator TimeEvaluator IsTriggeringEvent TimeEvaluator TimeEvaluator MODIFY log4net.vs2005.csproj
0,LOG4NET-242,e1c9c3b7bb26b3564062859a86b38b793048548a,"Download page does not have link to KEYS file The download page http://logging.apache.org/log4net/download.html has a link describing why one should verify releases, but fails to provide a link to the relevant KEYS file

",FixingTest failed when rerunning tests in NUnit GUI without reloading the DLL.  Related to LOG4NET-301, MODIFY FixingTest.csFixingTest TestAllFixedValues FixingTest FixingTest FixingTest TestUnfixedValues FixingTest AssertExpectedLoggingEvent FixingTest CreateRepository FixingTest TestNoFixedValues
1,LOG4NET-390,758890749170f52792fc75788a481c0727901d62,"ReadOnlyAppenderCollection.ToArray returns empty array log4net.Appender.AppenderCollection.ReadOnlyAppenderCollection does not override ToArray().
As a consequence ToArray calls returns always empty arrays.

Fix:
public override IAppender[] ToArray()
{
    return m_collection.ToArray();
}",merge fix for LOG4NET-390 from trunk, MODIFY AppenderCollection.csAppenderCollection ReadOnlyAppenderCollection TrimToSize AppenderCollection ReadOnlyAppenderCollection ToArray ADD AppenderCollectionTest.csAppenderCollectionTest ToArrayTest AppenderCollectionTest ReadOnlyToArrayTest MODIFY log4net.Tests.vs2003.csproj MODIFY log4net.Tests.vs2008.csproj MODIFY log4net.Tests.vs2010.csproj
0,LOG4NET-318,d68a3ab28f137926263ba0e502abd77b3caeb70b,"log4net doesn't pass verification Run PEVerify tool. (http://msdn.microsoft.com/en-us/library/62bwd2yd(v=VS.100).aspx)

I get
[IL]: Error: [log4net.dll : log4net.Plugin.RemoteLoggingServerPlugin::Attach][offset 0x00000029] Method is not visible.

It is a good idea to add verification step for the build process.

Thanks.
",LOG4NET-341 fix location info to not contain a reference to StackFrame any more, MODIFY LocationInfo.csLocationInfo LocationInfo ADD MethodItem.csMethodItem MethodItem MethodItem MethodItem MethodItem GetMethodParameterNames MethodItem MethodItem MethodItem MethodItem ADD StackFrameItem.csStackFrameItem StackFrameItem MODIFY AbsoluteTimeDateFormatter.csAbsoluteTimeDateFormatter FormatDate MODIFY StackTraceDetailPatternConverter.csStackTraceDetailPatternConverter GetMethodInformation StackTraceDetailPatternConverter GetMethodParameterNames StackTraceDetailPatternConverter GetMethodInformation MODIFY StackTracePatternConverter.csStackTracePatternConverter GetMethodInformation StackTracePatternConverter Convert StackTracePatternConverter GetMethodInformation MODIFY log4net.vs2008.csproj MODIFY log4net.vs2010.csproj
0,LOG4NET-475,b0925ead3f58f007f280268c4dc0a97a8c750081,"Cannot add appender in Log4net at runtime I am trying to write a custom appender that rolls over daily, as well as on a size limit, and cleans up after itself in the process. I wrote the implementation using the AppenderSkeleton as a base class, then attempted to write a unit test to test the appender functionality. I do the following:

            DailyRollingFileAppender appender = new DailyRollingFileAppender();
            appender.RollOverOnSize = true;
            appender.RollOverDaily = true; //dont think I can test this
            appender.MaxFileSizeBytes = 1024;
            appender.RolloverDayCount = 1;
            appender.RollOverOnSize = true;
            appender.LoggingDirectory = Path.Combine(Directory.GetCurrentDirectory(), ""TestLogFolder"");
            appender.LogFileName = ""TestLogFileName"";
            appender.DateTimeFormatString = ""YYYY-MM-DD-hh-mm-ss"";
            appender.Cleanup = true;
            appender.Layout = new PatternLayout();
            appender.MaxNumberOfFiles = 10;
            appender.Name = ""testAppender"";

            //lets write some crappy log messages
            byte[] bytes = new byte[1050];

            Random rnd = new Random();
            rnd.NextBytes(bytes);

            ILog log = LogManager.GetLogger(""LoggerName"");
            Logger logger = (Logger)log.Logger;
            logger.AddAppender(appender);

            logger.Log(Level.Info, Encoding.UTF8.GetString(bytes), new Exception());
            logger.Log(Level.Info, Encoding.UTF8.GetString(bytes), null);

The code is based on the only examples I can find of people adding appenders to loggers at runtime, which you would want to do for a unit test. The issue is that the Logger instance I get from the call to ILog.Logger in the code above as a collection of appenders of type ReadOnlyAppenderCollection. The code silently consumes the exception it throws internally and never actually adds the appender to the collection. Can/How do I add an appender to a logger at runtime in the manner described above, so I can appropriately test that it functions. ",LOG4NET-461: fix for ancient .NET frameworks, MODIFY AdoNetAppender.csAdoNetAppender SendBuffer
1,LOG4NET-164,14a7664eb2b74cb20aa812e18e0ae70548b5d502,"using a named mutex for file appenders About logging to the same file from 2 or more instances of an application.
As opposed to a minimallock which makes it still possible for 2 application instances to interfere. Why not use a named mutex so that the logging will wait for the lock to be released from another instance.
","Make MinimalLock work again with appendToFile=false.  LOG4NET-311, fixes two tests mentioned in LOG4NET-301, regression introduced as part of LOG4NET-164", MODIFY FileAppender.csFileAppender MinimalLock AcquireLock
0,LOG4NET-76,bde1c9f25df968b55bf8987bc2f6377462be7dc8,"TextWriterAdapter is not thread safe When logging using the XmlAppender, our company application can generate overlapping appender calls.  TextWriterAppender is not thread safe.

",fix links in examples page.  LOG4NET-243, ADD blockLocalOnlyLinks.js getElementsByClass BlockLocalOnlyLinks MODIFY example-apps.xml
0,LOG4NET-296,69e4789ebe481e8b138c971b42a94ec2f8a1099e,"Patch for .net 4, client profile and a fix for the name resolution bug  ",test new MutexLock and make it actually work.  LOG4NET-164, MODIFY FileAppender.csFileAppender LockingModelBase CreateStream FileAppender MutexLock CloseFile FileAppender MutexLock AcquireLock FileAppender MutexLock ReleaseLock MODIFY RollingFileAppenderTest.csRollingFileAppenderTest TestMutexLockRecovers RollingFileAppenderTest TestMutexLockUnlocks RollingFileAppenderTest TestMutexLockFails
0,LOG4NET-311,09f7293056e8abf36655537318384e9bd0ff5c9e,"MinimalLock and AppendToFile=false don't work together in trunk's FileAppender As part of adding the MutextLock with LOG4NET-164 the logic that open the file has been factored out into a method of the base class of all locking models.  The line that sets MinimalLock's m_append to true after opening the file has been lost on the way.

This is responsible for two of the unit tests errors reported in LOG4NET-301.","ThreadContextTest and PatternLayoutTest influence each other via contexts, reset the contexts.  LOG4NET-301", MODIFY ThreadContextTest.csThreadContextTest TestThreadStackPattern2 ThreadContextTest TestThreadPropertiesPattern ThreadContextTest TestBackgroundThreadContextProperty ThreadContextTest TearDown ThreadContextTest TestThreadStackPattern ThreadContextTest TestThreadStackPatternNullVal2 ThreadContextTest ExecuteBackgroundThread ThreadContextTest TestThreadStackPatternNullVal MODIFY PatternLayoutTest.csPatternLayoutTest TestGlobalPropertiesPattern PatternLayoutTest TestThreadPropertiesPattern PatternLayoutTest TearDown MODIFY Utils.csUtils RemovePropertyFromAllContexts
1,LOG4NET-457,eeef15d53127f7929c015d4992adf4e58bf9e121,SMTP Appender should trim leading and trailing separators from address fields see https://github.com/apache/log4net/pull/13,"LOG4NET-457 SMTP Appender should trim leading and trailing separators from address fields

based on patch by Éric Daigneault
closes #13", MODIFY SmtpAppender.csSmtpAppender MaybeTrimSeparators
0,LOG4NET-117,bde1c9f25df968b55bf8987bc2f6377462be7dc8,"Migrate web content generation of Maven 2.0 The other LS projects have been migrating to Maven 2.0 for documentation generation and deployment, packaging and, for the Java projects, build and dependency management.  Migrating log4net would complete the migration and would allow consistency between the web content of the various projects.

The initial commit overlays the existing source code struction with fragments of the Maven Standard Directory Layout,.  The following directories are added:

src/assembly - release packaging info, includes assembly.bin borrowed from another project.

src/changes - project change list.  Includes sample changes.xml.  log4cxx has an XSLT transform that can generate changes.xml from a downloaded JIRA issue list.  Used to generate change-report.html.

src/site - documentation source files, site.xml contains navigation and layout details for all generated pages
src/site/apt - web content in Maven's APT (almost plain text) format
src/site/resources - static content copied over without processing
src/site/xdoc - XDoc content, I copied the existing xdocs content here, but deleted a few no longer needed pages

The existing C# code in src should be relocated to src/main/cs and the build and project files appropriately changed.  For extra credit, the following relocations would bring the layout closer to a typical Maven layout:

change log4net.build to generate DLL's in target (maybe target\bin) instead of bin
svn rm docs
svn mv examples src/examples
svn mv extensions src/extensions
svn mv tests/src src/test/cs
svn mv tests/nant.build src/test/nant.build (modified to build test DLL's in target)
svn rm xdocs


pom.xml - Maven project descriptor, contains info used to generate much of the web content

After installing Maven 2.0.7 (which requires a JDK 1.4 or later).  Running mvn site will generate the web content in target/site/index.html.

mvn site-deploy should deploy the content to the logging/site/trunk/docs SVN for staging before going live on logging.apache.org.  The implementation of site-deploy uses Maven to generate the web content, invoke Nant to checkout the existing content, uses Maven's SCP deployment to copy the generated content over the existing content, and then invokes Nant to set svn:mime-type and finally commit the changes.  The deployment stalled on the commit when run from Maven, but if I ctrl+c'd the process and then manually ""svn commit"", the changes were processed.

I set up a Windows build environment but ran into problems with both NUnit and NDoc that I wasn't able to get around.  Setting up the SSHD to receive the ""uploaded"" web content before deployment was also less than ideal. It may be simpler to add mono, ndoc and nant to the VM used to build the other LS projects for web creation.  I have left stubs that should have published the API docs if I had been successful getting them from NDoc.

",fix links in examples page.  LOG4NET-243, ADD blockLocalOnlyLinks.js getElementsByClass BlockLocalOnlyLinks MODIFY example-apps.xml
1,LOG4NET-376,24157c2a6a1ba70f80ff17fa4fdb9406cca28d09,"Race condition in AbsoluteTimeDateFormatter AbsoluteTimeDateFormatter's caching of the ""to the second"" timestamp string is not thread-safe.  It is possible for one thread to clear the check (that this timestamp matches the currently cached ""to the second"" timestamp), but then end up using an incorrect ""to the second"" timestamp string if another thread has changed it in the meantime.

In our organization, we see this bug fairly regularly because we have a mix of ""real time"" loggers that immediately write out log lines and ""batching"" loggers that defer logging to a background task that runs every second.  We therefore regularly see log lines where the timestamp is off by a second or two.

The following unit tests demonstrates the bug:

    [TestFixture]
    [Explicit]
    public class Log4netTimestampBug
    {
        /// <summary>
        /// This test demonstrates a bug with the log4net default time formatter (Iso8601DateFormatter)
        /// where the logged timestamp can be seconds off from the actual input timestamp
        /// The bug is caused to a race condition in the base class AbsoluteTimeDateFormatter
        /// because this class caches the timestamp string to the second but it is possible for
        /// the timestamp as written by a different thread to ""sneak in"" and be used by another
        /// thread erroneously (the checking and usage of this string is not done under a lock, only
        /// its modification) 
        /// </summary>
        [Test]
        public void Test()
        {
            var now = DateTime.Now;
            var times = Enumerable.Range(1, 1000000).Select(i => now.AddMilliseconds(i)).ToList();

            var sb1 = new StringBuilder();
            var sb2 = new StringBuilder();

            var task1 = Task.Run(() => WriteAllTheTimes(times, new StringWriter(sb1)));
            var task2 = Task.Delay(50).ContinueWith(t => WriteAllTheTimes(times, new StringWriter(sb2)));

            Task.WaitAll(task1, task2);

            var task1Strings = GetTimeStrings(sb1);
            var task2Strings = GetTimeStrings(sb2);

            var diffs = Enumerable.Range(0, times.Count).Where(i => task1Strings[i] != task2Strings[i]).ToList();

            Console.WriteLine(""found {0} instances where the formatted timestamps are not the same"", diffs.Count);
            Console.WriteLine();

            var diffToLookAt = diffs.FirstOrDefault(i => i - 10 > 0 && i + 10 < times.Count);
            if (diffToLookAt != 0)
            {
                Console.WriteLine(""Example Diff:"");
                Console.WriteLine();
                Console.WriteLine(""Index     Original Timestamp        Task 1 Format             Task 2 Format"");
                for (int i = diffToLookAt - 10; i < diffToLookAt + 10; i++)
                {
                    Console.WriteLine(""{0,-7}   {1}   {2}   {3}   {4}"", i, times[i].ToString(""yyyy-MM-dd HH:mm:ss,fff""),
                                      task1Strings[i], task2Strings[i], i == diffToLookAt ? ""**** DIFF HERE ****"" : """");
                }
            }

            CollectionAssert.AreEqual(task1Strings, task2Strings);
        }

        private static List<string> GetTimeStrings(StringBuilder sb1)
        {
            return sb1.ToString().Split(new[] {'\r', '\n'}, StringSplitOptions.RemoveEmptyEntries).ToList();
        }

        private static void WriteAllTheTimes(IEnumerable<DateTime> times,
                                             TextWriter writer)
        {
            var formatter = new Iso8601DateFormatter();
            foreach (var t in times)
            {
                formatter.FormatDate(t, writer);
                writer.WriteLine();
            }
        }
    }




","revert part of last patch for LOG4NET-376

actually the lock has two purposes (at least revision 1483378
indicates this):

* lock the table and the last formatted timestamp
* lock the writer instance

my last patch exposed the writer instance to thread-safety issues.", MODIFY AbsoluteTimeDateFormatter.csAbsoluteTimeDateFormatter FormatDate
0,LOG4NET-67,5d7cf795884a0217aed3edd15bf33808e5be5621,"CVE-2006-0743 Security vulnerability in LocalSyslogAppender Reported by Sebastian Krahmer to security@apache.org
Logged as CVE-2006-0743

The LocalSyslogAppender contains a vulnerability which could lead to memory corruption within the runtime process. This is likely to cause the application using the LocalSyslogAppender to terminate unexpectedly. In addition to a deliberate denial of service attack this fault may be caused by logging legitimate data therefore the LocalSyslogAppender must not be used even within secured environments.

Current users of the LocalSyslogAppender (from the log4net 1.2.9 release) should update their logging configuration to remove references to the LocalSyslogAppender. Alternatively users can build a new version of the log4net assembly from the head of the source code repository where this fault has been fixed.",Fix for LOG4NET-56. Added support for rendering IEnumerators rather than just collections., MODIFY DefaultRenderer.csDefaultRenderer RenderObject
1,LOG4NET-229,8400fecdd81394a86d4192889446d40678dcfb90,"Japanese characters get garbled with log4net.Layout.XmlLayoutSchemaLog4j  with XmlLayoutSchemaLog4j ,all (as far as I see) of Japanese characters are replaced with '?'
because log4net.Util.Transform.INVALIDCHARS regular expression is not correct.
this issue may be affect in other languages, as Chinese, Korean or like that.



http://issues.apache.org/jira/browse/LOG4NET-22 says that permitted chars are

#x9 | #xA | #xD | [#x20-#xD7FF] | [#xE000-#xFFFD] | [#x10000-#x10FFFF]

, but regex for invalid characters are

private static Regex INVALIDCHARS=new Regex(@""[^\x09\x0A\x0D\x20-\xFF\u00FF-\u07FF\uE000-\uFFFD]"",RegexOptions.Compiled);

so 0x0800 ~ 0xD7FF are mistreated as invalid character.

and 0xD800 ~ 0xDFFF sould also be permitted because these characters are used to express 0x10000 ~ 0x10FFFF in UTF-16
(0xD800 ~ 0xDFFF in unicode are invalid, but in UTF-16 they are ok)

so regex INVALIDCHARS shold be ""[^\x09\x0A\x0D\x20-\u00FF\uFFFD]""
(above code is NOT TESTED)",Pass through characters in range #x100-#xd7ff inside XmlFormat.  LOG4NET-229, MODIFY Transform.cs ADD TransformTest.csTransformTest MaskXmlInvalidCharactersMasks0Char TransformTest MaskXmlInvalidCharactersAllowsJapaneseCharacters MODIFY log4net.Tests.vs2003.csproj MODIFY log4net.Tests.vs2008.csproj MODIFY log4net.Tests.vs2010.csproj
0,LOG4NET-215,14a7664eb2b74cb20aa812e18e0ae70548b5d502,"Exception on Convert for return %class{1} name in function^

override protected void Convert(TextWriter writer, LoggingEvent loggingEvent)
		{
			string name = GetFullyQualifiedName(loggingEvent);
			if (m_precision <= 0)
			{
				writer.Write(name);
			}
			else 
			{
				int len = name.Length;

				// We subtract 1 from 'len' when assigning to 'end' to avoid out of
				// bounds exception in return name.Substring(end+1, len). This can happen if
				// precision is 1 and the logger name ends with a dot. 
				int end = len - 1;
				for(int i=m_precision; i>0; i--) 
				{
                    end = name.LastIndexOf('.', end - 1);
					if (end == -1)
					{
						writer.Write(name);
						return;
					}
				}
				writer.Write(name.Substring(end+1, len-end-1));
			}	  
		}

if ""string name = GetFullyQualifiedName(loggingEvent); "" return '?' (noname class-name) in line ""end = name.LastIndexOf('.', end - 1);"" exceptrion because end = 0...

","Make MinimalLock work again with appendToFile=false.  LOG4NET-311, fixes two tests mentioned in LOG4NET-301, regression introduced as part of LOG4NET-164", MODIFY FileAppender.csFileAppender MinimalLock AcquireLock
0,LOG4NET-242,69e4789ebe481e8b138c971b42a94ec2f8a1099e,"Download page does not have link to KEYS file The download page http://logging.apache.org/log4net/download.html has a link describing why one should verify releases, but fails to provide a link to the relevant KEYS file

",test new MutexLock and make it actually work.  LOG4NET-164, MODIFY FileAppender.csFileAppender LockingModelBase CreateStream FileAppender MutexLock CloseFile FileAppender MutexLock AcquireLock FileAppender MutexLock ReleaseLock MODIFY RollingFileAppenderTest.csRollingFileAppenderTest TestMutexLockRecovers RollingFileAppenderTest TestMutexLockUnlocks RollingFileAppenderTest TestMutexLockFails
